name,nationality,year,rating,roles
GuardiaN,Slovakia,2015,1.18,AWP
NiKo,Bosnia,2015,1.15,IGL|Pack Rifler|Anchor
device,Denmark,2015,1.14,AWP
oskar,Czechia,2015,1.14,AWP
s1mple,Ukraine,2015,1.13,AWP|Pack Rifler
kennyS,France,2015,1.13,AWP
olofmeister,Sweden,2015,1.11,Pack Rifler|Anchor
f0rest,Sweden,2015,1.11,Pack Rifler
rain,Norway,2015,1.11,IGL|Pack Rifler|Anchor
aizy,Denmark,2015,1.10,Pack Rifler
KRIMZ,Sweden,2015,1.10,Pack Rifler|Anchor
Happy,France,2015,1.10,Pack Rifler
SZPERO,Poland,2015,1.10,Anchor
WorldEdit,Russia,2015,1.09,AWP
coldzera,Brazil,2015,1.08,Anchor
flamie,Russia,2015,1.08,Anchor
nitr0,USA,2015,1.08,IGL|Pack Rifler|Anchor
flusha,Sweden,2015,1.07,Anchor
Skadoodle,USA,2015,1.07,AWP
jdm64,USA,2015,1.06,AWP
GeT_RiGhT,Sweden,2015,1.06,Anchor
dream3r,Bulgaria,2015,1.05,Anchor
dupreeh,Denmark,2015,1.05,Pack Rifler|Anchor
Snax,Poland,2015,1.05,IGL|Anchor
Xyp9x,Denmark,2015,1.04,Anchor
NBK-,France,2015,1.04,IGL|Anchor
MICHU,Poland,2015,1.04,Pack Rifler|Anchor
chrisJ,Netherlands,2015,1.04,IGL|AWP|Pack Rifler|Anchor
shox,France,2015,1.04,Pack Rifler
bondik,Ukraine,2015,1.04,Anchor
jkaem,Norway,2015,1.04,Anchor
dennis,Sweden,2015,1.03,Anchor
ScreaM,Belgium,2015,1.03,Pack Rifler
Hiko,USA,2015,1.03,Pack Rifler
allu,Finland,2015,1.02,AWP
seized,Russia,2015,1.02,Anchor
apEX,France,2015,1.02,IGL|Pack Rifler|Anchor
fer,Brazil,2015,1.02,Pack Rifler|Anchor
cajunb,Denmark,2015,1.01,Anchor
FalleN,Brazil,2015,1.01,IGL|AWP
fox,Portugal,2015,1.01,Anchor
JW,Sweden,2015,1.01,IGL|AWP
Kjaerbye,Denmark,2015,1.00,Pack Rifler|Anchor
Pimp,Denmark,2015,1.00,Anchor
shroud,Canada,2015,0.99,Pack Rifler
pashaBiceps,Poland,2015,0.99,Pack Rifler
byali,Poland,2015,0.99,Pack Rifler
n0thing,USA,2015,0.98,Pack Rifler|Anchor
karrigan,Denmark,2015,0.98,IGL
kioShiMa,France,2015,0.98,Pack Rifler
TENZKI,Denmark,2015,0.98,Anchor
nex,Germany,2015,0.98,Anchor
tarik,USA,2015,0.97,Pack Rifler|Anchor
markeloff,Ukraine,2015,0.97,AWP
adreN,USA,2015,0.97,Pack Rifler|Anchor
v1c7oR,Bulgaria,2015,0.97,Pack Rifler|Anchor
Xizt,Sweden,2015,0.97,IGL|Anchor
NEO,Poland,2015,0.96,Pack Rifler|Anchor
EliGE,USA,2015,0.96,Pack Rifler
Maikelele,Sweden,2015,0.96,Pack Rifler|Anchor
RpK,France,2015,0.96,Anchor
innocent,Poland,2015,0.95,Anchor
znajder,Sweden,2015,0.95,Anchor
FugLy,USA,2015,0.95,Anchor
ANGE1,Ukraine,2015,0.95,Anchor
Edward,Ukraine,2015,0.94,Anchor
reltuC,USA,2015,0.94,Anchor
Furlan,Poland,2015,0.94,Anchor
TaZ,Poland,2015,0.94,IGL|Anchor
hazed,USA,2015,0.94,Anchor
freakazoid,USA,2015,0.93,Pack Rifler|Anchor
spyleadeR,Bulgaria,2015,0.93,Pack Rifler|Anchor
bubble,Bulgaria,2015,0.92,Pack Rifler|Anchor
Zeus,Ukraine,2015,0.92,IGL
boltz,Brazil,2015,0.92,Pack Rifler|Anchor
DavCost,Russia,2015,0.92,Anchor
Ex6TenZ,Belgium,2015,0.90,Pack Rifler|Anchor
friberg,Sweden,2015,0.90,Pack Rifler|Anchor
STYKO,Slovakia,2015,0.90,IGL|Pack Rifler|Anchor
SmithZz,France,2015,0.89,Pack Rifler|Anchor
FNS,Canada,2015,0.89,Pack Rifler|Anchor
oskarish,Poland,2015,0.88,Pack Rifler|Anchor
steel,Brazil,2015,0.86,Pack Rifler|Anchor
denis,Germany,2015,0.86,Pack Rifler|Anchor
kUcheR,Russia,2015,0.85,Anchor
MSL,Denmark,2015,0.85,IGL|AWP
pronax,Sweden,2015,0.82,IGL|Anchor
B1ad3,Ukraine,2015,0.81,IGL
nkl,Bulgaria,2015,0.78,Anchor
gob b,Germany,2015,0.73,IGL|Anchor
Loord,Poland,2015,0.69,Anchor
oskar,Czechia,2016,1.19,AWP
coldzera,Brazil,2016,1.19,Anchor
device,Denmark,2016,1.17,AWP
NiKo,Bosnia,2016,1.16,IGL|Pack Rifler|Anchor
s1mple,Ukraine,2016,1.13,AWP|Pack Rifler
shox,France,2016,1.12,Pack Rifler
HEN1,Brazil,2016,1.12,AWP|Pack Rifler
autimatic,USA,2016,1.11,AWP|Pack Rifler
ScreaM,Belgium,2016,1.11,Pack Rifler
FalleN,Brazil,2016,1.10,IGL|AWP
Magisk,Denmark,2016,1.10,IGL|Pack Rifler|Anchor
kennyS,France,2016,1.10,AWP
flusha,Sweden,2016,1.10,Anchor
twist,Sweden,2016,1.09,Pack Rifler|Anchor
f0rest,Sweden,2016,1.09,Pack Rifler
dennis,Sweden,2016,1.08,Anchor
Kjaerbye,Denmark,2016,1.08,Pack Rifler|Anchor
GuardiaN,Slovakia,2016,1.08,AWP
GeT_RiGhT,Sweden,2016,1.07,Anchor
olofmeister,Sweden,2016,1.07,Pack Rifler|Anchor
dupreeh,Denmark,2016,1.07,Pack Rifler|Anchor
mixwell,Spain,2016,1.07,Pack Rifler|Anchor
k0nfig,Denmark,2016,1.07,Pack Rifler|Anchor
cajunb,Denmark,2016,1.07,Anchor
WorldEdit,Russia,2016,1.07,AWP
rain,Norway,2016,1.06,IGL|Pack Rifler|Anchor
valde,Denmark,2016,1.06,IGL|Pack Rifler|Anchor
bubble,Bulgaria,2016,1.06,Pack Rifler|Anchor
fer,Brazil,2016,1.06,Pack Rifler|Anchor
flamie,Russia,2016,1.05,Anchor
boltz,Brazil,2016,1.05,Pack Rifler|Anchor
shroud,Canada,2016,1.04,Pack Rifler
JW,Sweden,2016,1.04,IGL|AWP
AdreN,Kazakhstan,2016,1.04,Pack Rifler|Anchor
Furlan,Poland,2016,1.04,Anchor
znajder,Sweden,2016,1.03,Anchor
STYKO,Slovakia,2016,1.03,IGL|Pack Rifler|Anchor
Stewie2K,USA,2016,1.03,Pack Rifler|Anchor
Snax,Poland,2016,1.03,IGL|Anchor
fnx,Brazil,2016,1.03,Pack Rifler|Anchor
dream3r,Bulgaria,2016,1.03,Anchor
chrisJ,Netherlands,2016,1.03,IGL|AWP|Pack Rifler|Anchor
nex,Germany,2016,1.03,Anchor
allu,Finland,2016,1.03,AWP
loWel,Spain,2016,1.02,Pack Rifler|Anchor
felps,Brazil,2016,1.02,Pack Rifler|Anchor
RUSH,USA,2016,1.02,Pack Rifler|Anchor
DeadFox,Hungary,2016,1.01,Pack Rifler|Anchor
mou,Kazakhstan,2016,1.01,AWP
Skadoodle,USA,2016,1.01,AWP
EliGE,USA,2016,1.00,Pack Rifler
Happy,France,2016,1.00,Pack Rifler
jks,Australia,2016,1.00,Pack Rifler|Anchor
ShahZaM,USA,2016,1.00,AWP
Lekr0,Sweden,2016,1.00,Pack Rifler|Anchor
byali,Poland,2016,1.00,Pack Rifler
aizy,Denmark,2016,1.00,Pack Rifler
tarik,USA,2016,1.00,Pack Rifler|Anchor
koosta,USA,2016,0.99,Pack Rifler|Anchor
Xyp9x,Denmark,2016,0.99,Anchor
AZR,Australia,2016,0.99,IGL|Anchor
disco doplan,Sweden,2016,0.99,Pack Rifler|Anchor
roca,USA,2016,0.99,Pack Rifler|Anchor
bondik,Ukraine,2016,0.99,Anchor
Edward,Ukraine,2016,0.99,Anchor
NAF,Canada,2016,0.99,Pack Rifler|Anchor
KRIMZ,Sweden,2016,0.99,Pack Rifler|Anchor
MODDII,Sweden,2016,0.99,Pack Rifler|Anchor
ryx,USA,2016,0.98,Pack Rifler|Anchor
SicK,USA,2016,0.98,Pack Rifler|Anchor
apEX,France,2016,0.98,IGL|Pack Rifler|Anchor
rallen,Poland,2016,0.98,Pack Rifler|Anchor
Hiko,USA,2016,0.97,Pack Rifler
seized,Russia,2016,0.97,Anchor
nitr0,USA,2016,0.97,IGL|Pack Rifler|Anchor
Rickeh,Australia,2016,0.97,Pack Rifler|Anchor
Xizt,Sweden,2016,0.97,IGL|Anchor
n0thing,USA,2016,0.97,Pack Rifler|Anchor
RpK,France,2016,0.97,Anchor
RUBINO,Norway,2016,0.97,Pack Rifler|Anchor
TaZ,Poland,2016,0.96,IGL|Anchor
TACO,Brazil,2016,0.96,Anchor
Relyks,USA,2016,0.96,Anchor
gla1ve,Denmark,2016,0.96,IGL|Anchor
somebody,China,2016,0.96,Pack Rifler|Anchor
pyth,Sweden,2016,0.96,AWP
stanislaw,Canada,2016,0.96,IGL|Anchor
LUCAS1,Brazil,2016,0.96,Pack Rifler|Anchor
jkaem,Norway,2016,0.96,Anchor
jdm64,USA,2016,0.96,AWP
bodyy,France,2016,0.96,Pack Rifler|Anchor
v1c7oR,Bulgaria,2016,0.95,Pack Rifler|Anchor
USTILO,Australia,2016,0.95,Pack Rifler|Anchor
Zero,Slovakia,2016,0.95,Pack Rifler|Anchor
NEO,Poland,2016,0.95,Pack Rifler|Anchor
Pimp,Denmark,2016,0.95,Anchor
NBK-,France,2016,0.95,IGL|Anchor
GruBy,Poland,2016,0.95,Pack Rifler|Anchor
friberg,Sweden,2016,0.94,Pack Rifler|Anchor
Ex6TenZ,Belgium,2016,0.94,Pack Rifler|Anchor
markeloff,Ukraine,2016,0.94,AWP
kioShiMa,France,2016,0.94,Pack Rifler
Spiidi,Germany,2016,0.94,Pack Rifler|Anchor
DD,China,2016,0.94,Pack Rifler|Anchor
fox,Portugal,2016,0.93,Anchor
Friis,Denmark,2016,0.93,Pack Rifler|Anchor
captainMo,China,2016,0.93,Pack Rifler|Anchor
Zeus,Ukraine,2016,0.93,IGL
SEMPHIS,Canada,2016,0.93,IGL|Anchor
pashaBiceps,Poland,2016,0.93,Pack Rifler
TENZKI,Denmark,2016,0.92,Anchor
ANGE1,Ukraine,2016,0.92,Anchor
Dosia,Russia,2016,0.91,Pack Rifler|Anchor
just9n,USA,2016,0.91,Pack Rifler|Anchor
SmithZz,France,2016,0.91,Pack Rifler|Anchor
Maikelele,Sweden,2016,0.91,Pack Rifler|Anchor
wenton,Sweden,2016,0.90,Pack Rifler|Anchor
karrigan,Denmark,2016,0.90,IGL
Summer,China,2016,0.89,Pack Rifler|Anchor
hazed,USA,2016,0.89,Anchor
SIXER,France,2016,0.89,Pack Rifler|Anchor
Attacker,China,2016,0.89,Pack Rifler|Anchor
spyleadeR,Bulgaria,2016,0.89,Pack Rifler|Anchor
denis,Germany,2016,0.89,Pack Rifler|Anchor
electroNic,Russia,2016,0.89,IGL|Pack Rifler|Anchor
DEVIL,France,2016,0.88,Pack Rifler|Anchor
Hyper,Poland,2016,0.88,Pack Rifler|Anchor
SHOOWTiME,Brazil,2016,0.88,Pack Rifler|Anchor
freakazoid,USA,2016,0.87,Pack Rifler|Anchor
repo,Poland,2016,0.87,Pack Rifler|Anchor
adreN,USA,2016,0.86,Pack Rifler|Anchor
FugLy,USA,2016,0.86,Anchor
wayLander,Russia,2016,0.86,AWP|Pack Rifler|Anchor
Snappi,Denmark,2016,0.86,IGL|Anchor
yam,Australia,2016,0.86,Pack Rifler|Anchor
AcilioN,Denmark,2016,0.86,IGL|Anchor
Shara,Ukraine,2016,0.85,Pack Rifler|Anchor
reltuC,USA,2016,0.85,Anchor
daps,Canada,2016,0.85,IGL|Pack Rifler|Anchor
spaze,Russia,2016,0.85,Anchor
FNS,Canada,2016,0.84,Pack Rifler|Anchor
MSL,Denmark,2016,0.83,IGL|AWP
hooch,Russia,2016,0.82,IGL|Pack Rifler|Anchor
pronax,Sweden,2016,0.82,IGL|Anchor
seang@res,USA,2016,0.80,IGL|Pack Rifler|Anchor
zews,Brazil,2016,0.80,IGL|Pack Rifler|Anchor
nkl,Bulgaria,2016,0.79,Anchor
Slemmy,USA,2016,0.78,Pack Rifler|Anchor
B1ad3,Ukraine,2016,0.78,IGL
XANTARES,Turkey,2017,1.29,Pack Rifler
NiKo,Bosnia,2017,1.23,IGL|Pack Rifler|Anchor
s1mple,Ukraine,2017,1.22,AWP|Pack Rifler
coldzera,Brazil,2017,1.21,Anchor
fer,Brazil,2017,1.20,Pack Rifler|Anchor
rain,Norway,2017,1.17,IGL|Pack Rifler|Anchor
tabseN,Germany,2017,1.16,IGL|Pack Rifler|Anchor
device,Denmark,2017,1.15,AWP
Calyx,Turkey,2017,1.15,Pack Rifler|Anchor
oskar,Czechia,2017,1.15,AWP
Twistzz,Canada,2017,1.14,IGL|Pack Rifler|Anchor
paz,Turkey,2017,1.14,Pack Rifler|Anchor
k0nfig,Denmark,2017,1.14,Pack Rifler|Anchor
kennyS,France,2017,1.14,AWP
fnx,Brazil,2017,1.13,Pack Rifler|Anchor
EliGE,USA,2017,1.13,Pack Rifler
Lekr0,Sweden,2017,1.12,Pack Rifler|Anchor
ShahZaM,USA,2017,1.12,AWP
boltz,Brazil,2017,1.12,Pack Rifler|Anchor
dupreeh,Denmark,2017,1.12,Pack Rifler|Anchor
FalleN,Brazil,2017,1.11,IGL|AWP
Stewie2K,USA,2017,1.11,Pack Rifler|Anchor
NAF,Canada,2017,1.11,Pack Rifler|Anchor
JUGi,Denmark,2017,1.11,AWP|Pack Rifler|Anchor
nex,Germany,2017,1.11,Anchor
GuardiaN,Slovakia,2017,1.11,AWP
draken,Sweden,2017,1.11,AWP
olofmeister,Sweden,2017,1.10,Pack Rifler|Anchor
ropz,Estonia,2017,1.10,Pack Rifler|Anchor
suNny,Finland,2017,1.10,Pack Rifler|Anchor
HObbit,Kazakhstan,2017,1.10,Pack Rifler|Anchor
HS,Estonia,2017,1.09,Pack Rifler|Anchor
REZ,Sweden,2017,1.09,Pack Rifler|Anchor
Rickeh,Australia,2017,1.09,Pack Rifler|Anchor
GeT_RiGhT,Sweden,2017,1.09,Anchor
ScreaM,Belgium,2017,1.09,Pack Rifler
flamie,Russia,2017,1.08,Anchor
Magisk,Denmark,2017,1.08,IGL|Pack Rifler|Anchor
JW,Sweden,2017,1.08,IGL|AWP
autimatic,USA,2017,1.08,AWP|Pack Rifler
HEN1,Brazil,2017,1.08,AWP|Pack Rifler
Xyp9x,Denmark,2017,1.08,Anchor
amanek,France,2017,1.08,Pack Rifler|Anchor
AdreN,Kazakhstan,2017,1.08,Pack Rifler|Anchor
ANGE1,Ukraine,2017,1.08,Anchor
Kjaerbye,Denmark,2017,1.08,Pack Rifler|Anchor
cajunb,Denmark,2017,1.08,Anchor
f0rest,Sweden,2017,1.08,Pack Rifler
valde,Denmark,2017,1.07,IGL|Pack Rifler|Anchor
shox,France,2017,1.07,Pack Rifler
LUCAS1,Brazil,2017,1.07,Pack Rifler|Anchor
RpK,France,2017,1.07,Anchor
electroNic,Russia,2017,1.07,IGL|Pack Rifler|Anchor
apEX,France,2017,1.07,IGL|Pack Rifler|Anchor
twist,Sweden,2017,1.07,Pack Rifler|Anchor
NBK-,France,2017,1.07,IGL|Anchor
Ethan,USA,2017,1.06,Pack Rifler|Anchor
flusha,Sweden,2017,1.06,Anchor
mou,Kazakhstan,2017,1.06,AWP
felps,Brazil,2017,1.05,Pack Rifler|Anchor
mixwell,Spain,2017,1.05,Pack Rifler|Anchor
niko,Denmark,2017,1.05,Anchor
MICHU,Poland,2017,1.04,Pack Rifler|Anchor
ISSAA,Jordan,2017,1.04,Pack Rifler|Anchor
woxic,Turkey,2017,1.04,AWP
jks,Australia,2017,1.04,Pack Rifler|Anchor
allu,Finland,2017,1.04,AWP
Zero,Slovakia,2017,1.04,Pack Rifler|Anchor
Happy,France,2017,1.03,Pack Rifler
tarik,USA,2017,1.03,Pack Rifler|Anchor
pashaBiceps,Poland,2017,1.03,Pack Rifler
dennis,Sweden,2017,1.03,Anchor
USTILO,Australia,2017,1.03,Pack Rifler|Anchor
bodyy,France,2017,1.02,Pack Rifler|Anchor
byali,Poland,2017,1.02,Pack Rifler
Snax,Poland,2017,1.02,IGL|Anchor
KRIMZ,Sweden,2017,1.02,Pack Rifler|Anchor
kNgV-,Brazil,2017,1.02,Pack Rifler|Anchor
bondik,Ukraine,2017,1.02,Anchor
aizy,Denmark,2017,1.02,Pack Rifler
loWel,Spain,2017,1.02,Pack Rifler|Anchor
kioShiMa,France,2017,1.02,Pack Rifler
disco doplan,Sweden,2017,1.01,Pack Rifler|Anchor
RUSH,USA,2017,1.01,Pack Rifler|Anchor
koosta,USA,2017,1.01,Pack Rifler|Anchor
AZR,Australia,2017,1.01,IGL|Anchor
devoduvek,France,2017,1.01,Pack Rifler|Anchor
Skadoodle,USA,2017,1.01,AWP
steel,Brazil,2017,1.00,Pack Rifler|Anchor
Dosia,Russia,2017,1.00,Pack Rifler|Anchor
MAJ3R,Turkey,2017,1.00,IGL|Anchor
ngiN,Turkey,2017,1.00,Pack Rifler|Anchor
DeadFox,Hungary,2017,0.99,Pack Rifler|Anchor
gla1ve,Denmark,2017,0.99,IGL|Anchor
reltuC,USA,2017,0.99,Anchor
WorldEdit,Russia,2017,0.99,AWP
MODDII,Sweden,2017,0.99,Pack Rifler|Anchor
chrisJ,Netherlands,2017,0.99,IGL|AWP|Pack Rifler|Anchor
jdm64,USA,2017,0.99,AWP
Xizt,Sweden,2017,0.99,IGL|Anchor
Snappi,Denmark,2017,0.98,IGL|Anchor
fitch,Kazakhstan,2017,0.98,Pack Rifler|Anchor
Edward,Ukraine,2017,0.98,Anchor
Nifty,USA,2017,0.98,AWP
SZPERO,Poland,2017,0.98,Anchor
keev,Germany,2017,0.98,Pack Rifler|Anchor
stanislaw,Canada,2017,0.98,IGL|Anchor
STYKO,Slovakia,2017,0.98,IGL|Pack Rifler|Anchor
SicK,USA,2017,0.97,Pack Rifler|Anchor
nitr0,USA,2017,0.97,IGL|Pack Rifler|Anchor
denis,Germany,2017,0.97,Pack Rifler|Anchor
MSL,Denmark,2017,0.96,IGL|AWP
xms,France,2017,0.96,Pack Rifler|Anchor
TACO,Brazil,2017,0.96,Anchor
n0thing,USA,2017,0.96,Pack Rifler|Anchor
shroud,Canada,2017,0.96,Pack Rifler
znajder,Sweden,2017,0.96,Anchor
rallen,Poland,2017,0.95,Pack Rifler|Anchor
markeloff,Ukraine,2017,0.95,AWP
friberg,Sweden,2017,0.95,Pack Rifler|Anchor
karrigan,Denmark,2017,0.94,IGL
mouz,Poland,2017,0.94,Pack Rifler|Anchor
NEO,Poland,2017,0.94,Pack Rifler|Anchor
Spiidi,Germany,2017,0.94,Pack Rifler|Anchor
es3tag,Denmark,2017,0.93,AWP|Pack Rifler|Anchor
SIXER,France,2017,0.93,Pack Rifler|Anchor
Zeus,Ukraine,2017,0.93,IGL
Furlan,Poland,2017,0.92,Anchor
seized,Russia,2017,0.91,Anchor
TaZ,Poland,2017,0.90,IGL|Anchor
DESPE,Turkey,2017,0.90,Pack Rifler|Anchor
Golden,Sweden,2017,0.90,IGL|Anchor
gob b,Germany,2017,0.89,IGL|Anchor
LEGIJA,Germany,2017,0.88,IGL|Anchor
seang@res,USA,2017,0.88,IGL|Pack Rifler|Anchor
jasonR,Canada,2017,0.87,Pack Rifler|Anchor
wayLander,Russia,2017,0.87,AWP|Pack Rifler|Anchor
FNS,Canada,2017,0.84,Pack Rifler|Anchor
pronax,Sweden,2017,0.78,IGL|Anchor
B1ad3,Ukraine,2017,0.77,IGL
s1mple,Ukraine,2018,1.34,AWP|Pack Rifler
device,Denmark,2018,1.23,AWP
XANTARES,Turkey,2018,1.23,Pack Rifler
NiKo,Bosnia,2018,1.21,IGL|Pack Rifler|Anchor
tabseN,Germany,2018,1.20,IGL|Pack Rifler|Anchor
woxic,Turkey,2018,1.19,AWP
sergej,Finland,2018,1.18,Pack Rifler|Anchor
Ethan,USA,2018,1.18,Pack Rifler|Anchor
electroNic,Russia,2018,1.17,IGL|Pack Rifler|Anchor
dupreeh,Denmark,2018,1.17,Pack Rifler|Anchor
Magisk,Denmark,2018,1.15,IGL|Pack Rifler|Anchor
NAF,Canada,2018,1.15,Pack Rifler|Anchor
coldzera,Brazil,2018,1.14,Anchor
valde,Denmark,2018,1.13,IGL|Pack Rifler|Anchor
Aerial,Finland,2018,1.13,Pack Rifler|Anchor
autimatic,USA,2018,1.13,AWP|Pack Rifler
oskar,Czechia,2018,1.12,AWP
gla1ve,Denmark,2018,1.12,IGL|Anchor
Twistzz,Canada,2018,1.12,IGL|Pack Rifler|Anchor
Xyp9x,Denmark,2018,1.12,Anchor
Brehze,USA,2018,1.12,Pack Rifler|Anchor
suNny,Finland,2018,1.11,Pack Rifler|Anchor
