name,nationality,year,rating,roles
sergej,Finland,2020,0.95,Pack Rifler|Anchor
k1to,Germany,2020,0.95,Pack Rifler|Anchor
suNny,Finland,2020,0.95,Pack Rifler|Anchor
RUSH,USA,2020,0.95,Pack Rifler|Anchor
Maikelele,Sweden,2020,0.95,Pack Rifler|Anchor
xseveN,Finland,2020,0.94,Pack Rifler|Anchor
Jonji,Canada,2020,0.94,Pack Rifler|Anchor
Aerial,Finland,2020,0.94,Pack Rifler|Anchor
b0RUP,Denmark,2020,0.93,Pack Rifler|Anchor
nitr0,USA,2020,0.93,IGL|Pack Rifler|Anchor
meyern,Argentina,2020,0.92,AWP|Pack Rifler|Anchor
trk,Brazil,2020,0.92,Pack Rifler|Anchor
SANJI,Uzbekistan,2020,0.91,Pack Rifler|Anchor
Golden,Sweden,2020,0.91,IGL|Anchor
TACO,Brazil,2020,0.90,Anchor
chrisJ,Netherlands,2020,0.89,IGL|AWP|Pack Rifler|Anchor
olofmeister,Sweden,2020,0.89,Pack Rifler|Anchor
AcilioN,Denmark,2020,0.89,IGL|Anchor
JT,South Africa,2020,0.88,IGL|Pack Rifler|Anchor
karrigan,Denmark,2020,0.88,IGL
daps,Canada,2020,0.86,IGL|Pack Rifler|Anchor
AdreN,Kazakhstan,2020,0.82,Pack Rifler|Anchor
kRYSTAL,Germany,2020,0.79,IGL|Pack Rifler|Anchor
HUNDEN,Denmark,2020,0.79,IGL|Pack Rifler|Anchor
s1mple,Ukraine,2021,1.34,AWP|Pack Rifler
ZywOo,France,2021,1.29,AWP|Pack Rifler|Anchor
sh1ro,Russia,2021,1.22,AWP
roeJ,Denmark,2021,1.20,Pack Rifler|Anchor
NiKo,Bosnia,2021,1.19,IGL|Pack Rifler|Anchor
HObbit,Kazakhstan,2021,1.16,Pack Rifler|Anchor
Ax1Le,Russia,2021,1.16,Pack Rifler|Anchor
ropz,Estonia,2021,1.15,Pack Rifler|Anchor
Jame,Russia,2021,1.14,IGL|AWP|Pack Rifler
KSCERATO,Brazil,2021,1.14,Pack Rifler|Anchor
El1an,Russia,2021,1.14,AWP
device,Denmark,2021,1.14,AWP
electroNic,Russia,2021,1.13,IGL|Pack Rifler|Anchor
blameF,Denmark,2021,1.13,IGL|Pack Rifler|Anchor
YEKINDAR,Latvia,2021,1.13,IGL|Pack Rifler|Anchor
Spinx,Israel,2021,1.12,Pack Rifler|Anchor
frozen,Slovakia,2021,1.12,Pack Rifler|Anchor
Twistzz,Canada,2021,1.12,IGL|Pack Rifler|Anchor
NAF,Canada,2021,1.12,Pack Rifler|Anchor
mir,Russia,2021,1.11,Pack Rifler|Anchor
FL1T,Russia,2021,1.11,Pack Rifler|Anchor
huNter-,Bosnia,2021,1.10,IGL|Pack Rifler|Anchor
mantuu,Poland,2021,1.10,AWP|Pack Rifler
b1t,Ukraine,2021,1.09,Pack Rifler|Anchor
flameZ,Israel,2021,1.09,Pack Rifler|Anchor
broky,Latvia,2021,1.09,AWP|Pack Rifler
degster,Russia,2021,1.09,AWP
yuurih,Brazil,2021,1.08,Pack Rifler|Anchor
EliGE,USA,2021,1.08,Pack Rifler
XANTARES,Turkey,2021,1.08,Pack Rifler
k0nfig,Denmark,2021,1.08,Pack Rifler|Anchor
SunPayus,Spain,2021,1.07,AWP
Brollan,Sweden,2021,1.07,IGL|Pack Rifler|Anchor
stavn,Denmark,2021,1.07,AWP|Pack Rifler|Anchor
valde,Denmark,2021,1.07,IGL|Pack Rifler|Anchor
Maden,Montenegro,2021,1.07,Pack Rifler|Anchor
dycha,Poland,2021,1.07,Pack Rifler|Anchor
tabseN,Germany,2021,1.07,IGL|Pack Rifler|Anchor
STYKO,Slovakia,2021,1.07,IGL|Pack Rifler|Anchor
mezii,UK,2021,1.07,Pack Rifler|Anchor
nicoodoz,Denmark,2021,1.06,AWP|Pack Rifler
dennyslaw,Bulgaria,2021,1.06,Pack Rifler|Anchor
syrsoN,Germany,2021,1.06,AWP
cadiaN,Denmark,2021,1.06,IGL|AWP|Pack Rifler
TeSeS,Denmark,2021,1.06,Pack Rifler|Anchor
REZ,Sweden,2021,1.06,Pack Rifler|Anchor
zorte,Russia,2021,1.06,AWP
jabbi,Denmark,2021,1.05,Pack Rifler|Anchor
hampus,Sweden,2021,1.05,IGL|Pack Rifler|Anchor
Farlig,Denmark,2021,1.04,AWP|Pack Rifler
hades,Poland,2021,1.04,AWP
dupreeh,Denmark,2021,1.04,Pack Rifler|Anchor
KRIMZ,Sweden,2021,1.04,Pack Rifler|Anchor
Forester,Russia,2021,1.04,Pack Rifler|Anchor
nafany,Russia,2021,1.03,IGL|Pack Rifler|Anchor
Perfecto,Russia,2021,1.03,IGL|Pack Rifler|Anchor
sdy,Ukraine,2021,1.03,IGL|Pack Rifler|Anchor
sjuush,Denmark,2021,1.03,Pack Rifler|Anchor
Magisk,Denmark,2021,1.03,IGL|Pack Rifler|Anchor
SHiPZ,Bulgaria,2021,1.03,Pack Rifler|Anchor
mopoz,Spain,2021,1.02,Pack Rifler|Anchor
arT,Brazil,2021,1.02,IGL|AWP|Pack Rifler|Anchor
alex,Spain,2021,1.02,Pack Rifler|Anchor
poizon,Bulgaria,2021,1.02,AWP
Brehze,USA,2021,1.02,Pack Rifler|Anchor
Qikert,Kazakhstan,2021,1.02,Pack Rifler|Anchor
Bymas,Lithuania,2021,1.02,Pack Rifler|Anchor
Krad,Russia,2021,1.02,Pack Rifler|Anchor
Ethan,USA,2021,1.01,Pack Rifler|Anchor
buster,Kazakhstan,2021,1.01,Pack Rifler|Anchor
misutaaa,France,2021,1.01,Pack Rifler|Anchor
acoR,Denmark,2021,1.01,AWP
oBo,USA,2021,1.01,Pack Rifler|Anchor
rain,Norway,2021,1.01,IGL|Pack Rifler|Anchor
KENSI,Russia,2021,1.01,Pack Rifler|Anchor
refrezh,Denmark,2021,1.01,Pack Rifler|Anchor
nawwk,Sweden,2021,1.00,AWP
zehN,Finland,2021,1.00,Pack Rifler|Anchor
niko,Denmark,2021,1.00,Anchor
shox,France,2021,1.00,Pack Rifler
FalleN,Brazil,2021,1.00,IGL|AWP
jks,Australia,2021,0.99,Pack Rifler|Anchor
magixx,Russia,2021,0.99,IGL|Pack Rifler|Anchor
Jerry,Russia,2021,0.99,IGL|Pack Rifler|Anchor
ISSAA,Jordan,2021,0.99,Pack Rifler|Anchor
amanek,France,2021,0.99,Pack Rifler|Anchor
apEX,France,2021,0.99,IGL|Pack Rifler|Anchor
coldzera,Brazil,2021,0.98,Anchor
Plopski,Sweden,2021,0.98,Pack Rifler|Anchor
ALEX,UK,2021,0.98,IGL|Anchor
Stewie2K,USA,2021,0.98,Pack Rifler|Anchor
Boombl4,Russia,2021,0.98,IGL|Anchor
Zyphon,Denmark,2021,0.97,Pack Rifler|Anchor
Aleksib,Finland,2021,0.97,IGL|Pack Rifler|Anchor
CeRq,Bulgaria,2021,0.97,AWP
kennyS,France,2021,0.97,AWP
nexa,Serbia,2021,0.97,IGL|Pack Rifler|Anchor
VINI,Brazil,2021,0.97,Pack Rifler|Anchor
Rainwaker,Bulgaria,2021,0.97,Pack Rifler|Anchor
MICHU,Poland,2021,0.97,Pack Rifler|Anchor
DeathZz,Spain,2021,0.97,Pack Rifler|Anchor
es3tag,Denmark,2021,0.96,AWP|Pack Rifler|Anchor
Bubzkji,Denmark,2021,0.96,Pack Rifler|Anchor
NickelBack,Russia,2021,0.96,Pack Rifler|Anchor
gla1ve,Denmark,2021,0.96,IGL|Anchor
Jackinho,Sweden,2021,0.96,AWP
Grim,USA,2021,0.95,Pack Rifler|Anchor
Duplicate,Bulgaria,2021,0.95,
Xyp9x,Denmark,2021,0.95,Anchor
dexter,Australia,2021,0.95,IGL|Pack Rifler|Anchor
Snappi,Denmark,2021,0.95,IGL|Anchor
almazer,Russia,2021,0.94,Pack Rifler|Anchor
chopper,Russia,2021,0.94,IGL|Anchor
interz,Russia,2021,0.94,Pack Rifler|Anchor
k1to,Germany,2021,0.94,Pack Rifler|Anchor
doto,Finland,2021,0.94,Pack Rifler|Anchor
olofmeister,Sweden,2021,0.94,Pack Rifler|Anchor
Lucky,Denmark,2021,0.93,Pack Rifler|Anchor
Lack1,Kazakhstan,2021,0.93,Pack Rifler|Anchor
tarik,USA,2021,0.93,Pack Rifler|Anchor
JACKZ,France,2021,0.92,Pack Rifler|Anchor
LNZ,Sweden,2021,0.91,IGL|Pack Rifler|Anchor
karrigan,Denmark,2021,0.91,IGL
gade,Denmark,2021,0.91,IGL|Pack Rifler|Anchor
Kyojin,France,2021,0.91,Pack Rifler|Anchor
SANJI,Uzbekistan,2021,0.91,Pack Rifler|Anchor
RpK,France,2021,0.90,Anchor
tiziaN,Germany,2021,0.90,Pack Rifler|Anchor
junior,USA,2021,0.89,AWP
dav1g,Spain,2021,0.89,Pack Rifler|Anchor
RUSH,USA,2021,0.89,Pack Rifler|Anchor
HooXi,Denmark,2021,0.88,IGL|Anchor
stanislaw,Canada,2021,0.87,IGL|Anchor
honda,Brazil,2021,0.86,Anchor
ztr,Sweden,2021,0.86,Anchor
JW,Sweden,2021,0.82,IGL|AWP
Golden,Sweden,2021,0.79,IGL|Anchor
sh1ro,Russia,2022,1.26,AWP
s1mple,Ukraine,2022,1.26,AWP|Pack Rifler
XANTARES,Turkey,2022,1.25,Pack Rifler
ZywOo,France,2022,1.24,AWP|Pack Rifler|Anchor
blameF,Denmark,2022,1.21,IGL|Pack Rifler|Anchor
Ax1Le,Russia,2022,1.21,Pack Rifler|Anchor
NiKo,Bosnia,2022,1.20,IGL|Pack Rifler|Anchor
stavn,Denmark,2022,1.16,AWP|Pack Rifler|Anchor
degster,Russia,2022,1.15,AWP
m0NESY,Russia,2022,1.15,AWP
frozen,Slovakia,2022,1.15,Pack Rifler|Anchor
KSCERATO,Brazil,2022,1.14,Pack Rifler|Anchor
SunPayus,Spain,2022,1.14,AWP
YEKINDAR,Latvia,2022,1.14,IGL|Pack Rifler|Anchor
broky,Latvia,2022,1.13,AWP|Pack Rifler
Patsi,Russia,2022,1.13,Pack Rifler|Anchor
w0nderful,Ukraine,2022,1.13,AWP
ropz,Estonia,2022,1.12,Pack Rifler|Anchor
yuurih,Brazil,2022,1.12,Pack Rifler|Anchor
FASHR,Netherlands,2022,1.12,Pack Rifler|Anchor
Twistzz,Canada,2022,1.11,IGL|Pack Rifler|Anchor
huNter-,Bosnia,2022,1.11,IGL|Pack Rifler|Anchor
HObbit,Kazakhstan,2022,1.10,Pack Rifler|Anchor
syrsoN,Germany,2022,1.10,AWP
Jame,Russia,2022,1.10,IGL|AWP|Pack Rifler
flameZ,Israel,2022,1.09,Pack Rifler|Anchor
Spinx,Israel,2022,1.09,Pack Rifler|Anchor
NAF,Canada,2022,1.09,Pack Rifler|Anchor
EliGE,USA,2022,1.09,Pack Rifler
dycha,Poland,2022,1.08,Pack Rifler|Anchor
electroNic,Russia,2022,1.08,IGL|Pack Rifler|Anchor
b1t,Ukraine,2022,1.08,Pack Rifler|Anchor
FL1T,Russia,2022,1.08,Pack Rifler|Anchor
rain,Norway,2022,1.08,IGL|Pack Rifler|Anchor
woxic,Turkey,2022,1.07,AWP
bodyy,France,2022,1.07,Pack Rifler|Anchor
Forester,Russia,2022,1.07,Pack Rifler|Anchor
REZ,Sweden,2022,1.07,Pack Rifler|Anchor
TeSeS,Denmark,2022,1.07,Pack Rifler|Anchor
cadiaN,Denmark,2022,1.06,IGL|AWP|Pack Rifler
zorte,Russia,2022,1.06,AWP
fame,Russia,2022,1.06,Pack Rifler|Anchor
dumau,Brazil,2022,1.06,Pack Rifler|Anchor
roeJ,Denmark,2022,1.06,Pack Rifler|Anchor
Grim,USA,2022,1.06,Pack Rifler|Anchor
torzsi,Hungary,2022,1.06,AWP
k0nfig,Denmark,2022,1.06,Pack Rifler|Anchor
floppy,USA,2022,1.06,Pack Rifler|Anchor
Brollan,Sweden,2022,1.05,IGL|Pack Rifler|Anchor
xertioN,Israel,2022,1.05,IGL|Pack Rifler|Anchor
nicoodoz,Denmark,2022,1.05,AWP|Pack Rifler
alex,Spain,2022,1.05,Pack Rifler|Anchor
fer,Brazil,2022,1.05,Pack Rifler|Anchor
tabseN,Germany,2022,1.04,IGL|Pack Rifler|Anchor
sjuush,Denmark,2022,1.04,Pack Rifler|Anchor
Magisk,Denmark,2022,1.04,IGL|Pack Rifler|Anchor
oSee,USA,2022,1.04,AWP
hades,Poland,2022,1.04,AWP
Perfecto,Russia,2022,1.04,IGL|Pack Rifler|Anchor
shalfey,Russia,2022,1.03,Pack Rifler|Anchor
Bymas,Lithuania,2022,1.03,Pack Rifler|Anchor
magixx,Russia,2022,1.03,IGL|Pack Rifler|Anchor
jabbi,Denmark,2022,1.03,Pack Rifler|Anchor
jks,Australia,2022,1.03,Pack Rifler|Anchor
mezii,UK,2022,1.03,Pack Rifler|Anchor
afro,France,2022,1.02,Pack Rifler|Anchor
Djoko,France,2022,1.02,Pack Rifler|Anchor
El1an,Russia,2022,1.02,AWP
faveN,Germany,2022,1.02,Pack Rifler|Anchor
boltz,Brazil,2022,1.01,Pack Rifler|Anchor
arT,Brazil,2022,1.01,IGL|AWP|Pack Rifler|Anchor
valde,Denmark,2022,1.01,IGL|Pack Rifler|Anchor
imoRR,Turkey,2022,1.01,Pack Rifler|Anchor
KENSI,Russia,2022,1.01,Pack Rifler|Anchor
n0rb3r7,Russia,2022,1.00,Pack Rifler|Anchor
NickelBack,Russia,2022,1.00,Pack Rifler|Anchor
hampus,Sweden,2022,1.00,IGL|Pack Rifler|Anchor
rigoN,Switzerland,2022,1.00,Pack Rifler|Anchor
dupreeh,Denmark,2022,1.00,Pack Rifler|Anchor
saffee,Brazil,2022,1.00,Pack Rifler|Anchor
S1ren,Russia,2022,1.00,Pack Rifler|Anchor
Ex3rcice,France,2022,1.00,Pack Rifler|Anchor
Zyphon,Denmark,2022,1.00,Pack Rifler|Anchor
Maden,Montenegro,2022,1.00,Pack Rifler|Anchor
Staehr,Denmark,2022,0.99,Pack Rifler|Anchor
FalleN,Brazil,2022,0.99,IGL|AWP
NEOFRAG,Czechia,2022,0.98,Pack Rifler|Anchor
mopoz,Spain,2022,0.98,Pack Rifler|Anchor
chopper,Russia,2022,0.98,IGL|Anchor
interz,Russia,2022,0.98,Pack Rifler|Anchor
sdy,Ukraine,2022,0.98,IGL|Pack Rifler|Anchor
FaNg,Canada,2022,0.98,Pack Rifler|Anchor
juanflatroo,Kosovo,2022,0.97,Pack Rifler|Anchor
JDC,Germany,2022,0.97,Pack Rifler|Anchor
latto,Brazil,2022,0.97,Pack Rifler|Anchor
Boombl4,Russia,2022,0.97,IGL|Anchor
KRIMZ,Sweden,2022,0.97,Pack Rifler|Anchor
Krimbo,Germany,2022,0.96,Pack Rifler|Anchor
Norwi,Russia,2022,0.96,Pack Rifler|Anchor
Lack1,Kazakhstan,2022,0.96,Pack Rifler|Anchor
Farlig,Denmark,2022,0.96,AWP|Pack Rifler
Lucky,France,2022,0.96,Pack Rifler|Anchor
nexa,Serbia,2022,0.96,IGL|Pack Rifler|Anchor
gxx-,Kosovo,2022,0.96,Pack Rifler|Anchor
Qikert,Kazakhstan,2022,0.95,Pack Rifler|Anchor
Jerry,Russia,2022,0.95,IGL|Pack Rifler|Anchor
Plopski,Sweden,2022,0.95,Pack Rifler|Anchor
refrezh,Denmark,2022,0.95,Pack Rifler|Anchor
JACKZ,France,2022,0.95,Pack Rifler|Anchor
k1to,Germany,2022,0.95,Pack Rifler|Anchor
Xyp9x,Denmark,2022,0.95,Anchor
nafany,Russia,2022,0.94,IGL|Pack Rifler|Anchor
F1KU,Poland,2022,0.94,Pack Rifler|Anchor
Krad,Russia,2022,0.94,Pack Rifler|Anchor
Aleksib,Finland,2022,0.94,IGL|Pack Rifler|Anchor
gla1ve,Denmark,2022,0.93,IGL|Anchor
ALEX,UK,2022,0.93,IGL|Anchor
drop,Brazil,2022,0.93,Pack Rifler|Anchor
VINI,Brazil,2022,0.93,Pack Rifler|Anchor
es3tag,Denmark,2022,0.93,AWP|Pack Rifler|Anchor
buster,Kazakhstan,2022,0.93,Pack Rifler|Anchor
Snappi,Denmark,2022,0.93,IGL|Anchor
tiziaN,Germany,2022,0.92,Pack Rifler|Anchor
dexter,Australia,2022,0.92,IGL|Pack Rifler|Anchor
DeathZz,Spain,2022,0.92,Pack Rifler|Anchor
slaxz-,Germany,2022,0.92,AWP
sinnopsyy,Kosovo,2022,0.91,Pack Rifler|Anchor
phzy,Sweden,2022,0.91,AWP
karrigan,Denmark,2022,0.91,IGL
misutaaa,France,2022,0.90,Pack Rifler|Anchor
apEX,France,2022,0.90,IGL|Pack Rifler|Anchor
dav1g,Spain,2022,0.90,Pack Rifler|Anchor
nitr0,USA,2022,0.89,IGL|Pack Rifler|Anchor
SENER1,Kosovo,2022,0.85,Pack Rifler|Anchor
TACO,Brazil,2022,0.83,Anchor
HooXi,Denmark,2022,0.82,IGL|Anchor
JT,South Africa,2022,0.81,IGL|Pack Rifler|Anchor
ZywOo,France,2023,1.28,AWP|Pack Rifler|Anchor
donk,Russia,2023,1.26,Pack Rifler|Anchor
device,Denmark,2023,1.21,AWP
sh1ro,Russia,2023,1.20,AWP
XANTARES,Turkey,2023,1.20,Pack Rifler
NiKo,Bosnia,2023,1.19,IGL|Pack Rifler|Anchor
frozen,Slovakia,2023,1.19,Pack Rifler|Anchor
blameF,Denmark,2023,1.18,IGL|Pack Rifler|Anchor
s1mple,Ukraine,2023,1.18,AWP|Pack Rifler
Spinx,Israel,2023,1.17,Pack Rifler|Anchor
m0NESY,Russia,2023,1.17,AWP
zorte,Russia,2023,1.16,AWP
ropz,Estonia,2023,1.16,Pack Rifler|Anchor
Jame,Russia,2023,1.16,IGL|AWP|Pack Rifler
zont1x,Ukraine,2023,1.14,Pack Rifler|Anchor
SunPayus,Spain,2023,1.13,AWP
KSCERATO,Brazil,2023,1.13,Pack Rifler|Anchor
broky,Latvia,2023,1.12,AWP|Pack Rifler
FL1T,Russia,2023,1.12,Pack Rifler|Anchor
Krimbo,Germany,2023,1.12,Pack Rifler|Anchor
stavn,Denmark,2023,1.12,AWP|Pack Rifler|Anchor
Ax1Le,Russia,2023,1.11,Pack Rifler|Anchor
degster,Russia,2023,1.11,AWP
jkaem,Norway,2023,1.10,Anchor
EliGE,USA,2023,1.09,Pack Rifler
shalfey,Russia,2023,1.09,Pack Rifler|Anchor
Jimpphat,Finland,2023,1.09,Pack Rifler|Anchor
Magisk,Denmark,2023,1.09,IGL|Pack Rifler|Anchor
nawwk,Sweden,2023,1.09,AWP
jabbi,Denmark,2023,1.09,Pack Rifler|Anchor
imoRR,Turkey,2023,1.08,Pack Rifler|Anchor
torzsi,Hungary,2023,1.08,AWP
sdy,Ukraine,2023,1.08,IGL|Pack Rifler|Anchor
electroNic,Russia,2023,1.08,IGL|Pack Rifler|Anchor
biguzera,Brazil,2023,1.08,Pack Rifler|Anchor
rallen,Poland,2023,1.08,Pack Rifler|Anchor
w0nderful,Ukraine,2023,1.08,AWP
NertZ,Israel,2023,1.08,Pack Rifler|Anchor
xertioN,Israel,2023,1.08,IGL|Pack Rifler|Anchor
Twistzz,Canada,2023,1.08,IGL|Pack Rifler|Anchor
hades,Poland,2023,1.07,AWP
mantuu,Poland,2023,1.07,AWP|Pack Rifler
cadiaN,Denmark,2023,1.07,IGL|AWP|Pack Rifler
skullz,Brazil,2023,1.07,Pack Rifler|Anchor
ArtFr0st,Russia,2023,1.07,AWP
b1t,Ukraine,2023,1.07,Pack Rifler|Anchor
mezii,UK,2023,1.07,Pack Rifler|Anchor
huNter-,Bosnia,2023,1.06,IGL|Pack Rifler|Anchor
prosus,Germany,2023,1.06,Pack Rifler|Anchor
tabseN,Germany,2023,1.06,IGL|Pack Rifler|Anchor
NAF,Canada,2023,1.06,Pack Rifler|Anchor
Wicadia,Turkey,2023,1.06,Pack Rifler|Anchor
yuurih,Brazil,2023,1.06,Pack Rifler|Anchor
headtr1ck,Ukraine,2023,1.06,Pack Rifler|Anchor
iM,Romania,2023,1.06,IGL|Pack Rifler|Anchor
Woro2k,Ukraine,2023,1.06,AWP
REZ,Sweden,2023,1.06,Pack Rifler|Anchor
n0rb3r7,Russia,2023,1.06,Pack Rifler|Anchor
rain,Norway,2023,1.05,IGL|Pack Rifler|Anchor
flameZ,Israel,2023,1.05,Pack Rifler|Anchor
fame,Russia,2023,1.05,Pack Rifler|Anchor
nicoodoz,Denmark,2023,1.05,AWP|Pack Rifler
CacaNito,North Macedonia,2023,1.04,Pack Rifler|Anchor
HObbit,Kazakhstan,2023,1.04,Pack Rifler|Anchor
gxx-,Kosovo,2023,1.04,Pack Rifler|Anchor
magixx,Russia,2023,1.04,IGL|Pack Rifler|Anchor
hallzerk,Norway,2023,1.04,AWP
jL,Lithuania,2023,1.04,Pack Rifler|Anchor
r3salt,Russia,2023,1.04,Pack Rifler|Anchor
sjuush,Denmark,2023,1.04,Pack Rifler|Anchor
DemQQ,Ukraine,2023,1.04,Pack Rifler|Anchor
jks,Australia,2023,1.04,Pack Rifler|Anchor
KEi,Poland,2023,1.03,Pack Rifler|Anchor
